18 74
0 16 12
0 10 3
0 1 16
0 3 2
0 9 1
1 17 4
1 5 20
1 12 3
1 14 7
1 11 7
2 16 12
2 10 8
2 12 2
2 9 20
3 16 19
3 4 1
3 13 18
4 17 15
4 10 2
4 6 17
4 3 10
5 7 2
5 6 15
5 13 13
5 9 8
6 7 13
6 13 7
6 12 6
6 9 7
7 5 7
7 2 13
7 9 19
8 10 3
8 4 6
8 13 6
8 12 9
9 2 13
9 1 14
9 0 15
9 11 11
10 5 15
10 2 15
10 6 1
10 4 18
10 11 8
11 6 18
11 15 9
12 0 14
12 13 8
13 5 16
13 10 14
13 2 1
13 4 10
13 15 20
13 14 18
14 5 3
14 16 5
14 10 16
14 1 7
14 0 19
14 11 1
14 3 20
15 7 7
15 8 7
15 14 11
16 8 12
16 13 13
16 12 19
17 2 19
17 1 4
17 0 18
17 15 2
17 12 19
17 9 12
15 16
25
