20 100
0 2 9
0 8 6
0 11 5
0 5 5
0 9 1
0 15 14
1 16 11
1 18 3
1 4 14
1 7 14
2 11 7
2 6 9
2 3 14
2 7 16
3 11 6
3 4 16
3 9 4
3 7 4
4 1 8
4 16 6
4 8 7
4 18 10
4 15 12
5 2 6
5 12 7
5 18 9
5 6 10
5 3 11
5 13 4
5 9 9
6 1 1
6 8 18
6 17 15
6 11 17
6 18 18
6 5 20
6 4 20
6 9 4
7 14 20
7 8 9
7 12 19
7 11 14
7 6 18
7 3 19
7 13 8
8 2 4
8 11 5
8 6 16
8 13 6
8 4 17
9 1 19
9 17 16
9 5 10
9 3 17
9 10 15
10 16 7
10 3 9
10 13 11
10 4 10
10 9 20
10 7 10
11 2 13
11 16 11
11 5 16
11 13 8
11 19 2
12 2 20
12 0 15
12 11 15
12 3 14
12 13 2
12 9 16
13 1 1
13 0 2
13 5 13
13 3 19
13 4 20
13 9 15
13 10 14
14 16 2
14 6 9
14 9 3
15 2 2
15 14 16
15 8 12
16 8 19
16 17 15
16 15 12
16 19 12
17 14 12
17 16 20
17 18 15
17 3 9
17 4 1
17 7 16
17 10 1
18 8 15
18 7 18
18 15 4
19 10 6
4 7
43
