19 81
0 17 15
0 6 5
0 7 12
0 14 11
0 1 9
0 9 1
1 0 11
1 18 4
1 14 2
1 8 3
1 9 17
2 17 4
2 6 7
2 8 11
2 9 20
3 17 9
3 6 4
3 1 18
3 12 9
3 8 8
4 3 4
4 1 19
4 2 17
4 5 16
5 17 13
5 16 13
5 11 20
6 0 5
6 9 14
7 6 7
7 14 14
7 11 18
7 13 14
7 4 20
7 12 5
8 17 2
8 11 18
9 0 4
9 16 4
9 13 20
9 15 19
10 18 9
10 7 14
10 14 9
10 13 1
11 3 1
11 18 18
11 10 18
11 15 2
11 9 3
12 3 12
12 11 2
12 2 16
13 0 19
13 17 2
13 15 9
14 16 6
14 11 17
14 4 1
14 2 15
15 0 11
15 14 6
15 11 1
16 0 19
16 17 20
16 6 13
16 14 8
16 11 14
16 2 11
16 8 10
16 15 10
16 9 4
17 16 20
17 14 14
17 10 15
17 4 11
17 1 18
17 2 17
17 9 16
18 10 14
18 2 2
18 0
16
