18 86
0 12 3
0 4 9
0 11 7
0 6 6
0 8 6
0 14 7
0 17 8
1 0 20
1 15 8
1 5 18
1 6 8
1 9 7
1 14 4
2 0 8
2 15 18
2 5 14
2 10 14
3 4 6
3 5 10
3 7 7
3 10 19
3 2 10
4 0 17
4 11 7
4 13 20
4 7 6
4 14 9
4 16 20
5 1 10
5 4 11
5 11 19
5 13 17
5 14 19
5 10 10
6 12 13
6 7 16
6 8 12
6 2 16
6 16 19
6 17 7
7 12 2
7 4 11
7 3 13
7 10 19
7 16 1
8 1 12
8 4 11
8 11 19
8 13 16
8 15 2
8 14 1
8 10 20
8 17 5
9 3 2
9 8 15
9 14 7
9 16 19
10 13 4
10 7 2
10 14 20
11 6 1
12 1 4
12 4 2
12 8 4
12 2 20
13 4 1
13 6 4
13 10 14
13 2 13
13 17 11
14 12 9
14 7 3
14 9 10
14 10 9
15 1 6
15 3 8
16 12 18
16 1 3
16 6 8
16 9 9
16 10 8
17 4 19
17 3 1
17 13 4
17 9 11
17 10 7
13 1
35
