19 93
0 16 9
0 7 10
0 14 11
0 17 7
0 5 11
0 11 19
1 7 3
1 3 20
1 17 18
2 13 17
2 3 18
2 18 4
2 0 11
3 12 19
3 7 4
3 13 19
3 1 15
3 2 8
4 16 18
4 7 1
4 11 9
4 0 15
5 11 4
5 15 6
5 1 8
5 0 9
6 13 8
6 10 2
6 11 1
6 15 2
6 8 18
6 4 2
7 12 11
7 14 5
7 11 7
8 6 17
9 12 2
9 16 3
9 10 14
9 15 1
9 8 19
9 1 18
9 4 14
10 16 8
10 6 2
10 17 17
10 4 6
10 18 9
10 0 12
11 12 4
11 9 3
11 10 13
11 3 19
11 5 12
11 1 9
11 2 2
12 16 18
12 7 17
12 13 11
12 9 7
12 17 3
12 1 7
12 4 17
13 6 4
13 5 16
13 15 2
13 2 14
13 4 8
13 18 1
13 0 15
14 6 20
14 13 3
14 10 6
14 3 18
14 5 8
14 18 2
15 12 8
15 13 17
15 14 11
15 5 7
15 4 8
16 13 12
16 10 8
16 5 3
16 0 14
17 7 11
17 13 8
17 9 5
17 3 19
17 1 5
17 0 15
18 17 13
18 2 7
8 10
15
