18 72
0 17 5
0 4 5
0 11 14
0 5 7
0 8 12
1 7 5
1 3 9
1 9 8
1 5 15
1 0 1
1 12 2
2 17 18
2 3 8
2 11 15
2 5 7
2 8 19
2 13 9
3 7 10
3 4 15
3 14 15
3 2 14
4 7 15
4 11 20
4 6 5
5 12 19
5 6 3
6 7 2
6 10 18
6 5 14
6 13 4
7 15 13
7 16 7
7 11 15
7 2 3
7 0 9
7 13 11
8 16 10
8 4 3
8 10 8
8 14 3
8 2 3
9 7 15
9 15 8
9 0 3
9 12 17
9 6 19
10 3 19
10 11 16
10 8 4
11 2 6
11 5 13
12 7 7
12 4 17
12 10 11
12 0 19
12 13 15
13 17 9
13 3 13
13 11 12
13 8 16
13 6 1
14 2 1
14 6 6
15 1 4
15 7 6
16 10 4
16 5 20
17 7 4
17 14 1
17 11 6
17 8 5
17 12 16
10 0
32
