20 98
0 6 5
0 8 1
0 18 3
0 4 18
0 19 15
1 8 2
1 3 19
1 2 14
1 16 10
1 19 19
2 8 12
2 7 12
2 16 4
2 19 12
3 0 9
3 18 20
3 17 3
3 15 7
3 10 5
3 7 14
3 1 12
4 13 9
4 2 2
4 1 18
4 11 20
5 0 19
5 8 2
5 15 5
5 13 3
5 4 14
5 1 18
5 19 8
6 18 9
6 15 8
6 14 19
6 13 9
6 16 9
6 19 3
7 8 13
7 17 20
7 15 20
7 9 17
7 2 8
7 1 16
7 11 2
8 18 19
9 6 1
9 17 3
9 13 19
10 6 4
10 8 13
10 15 3
10 9 8
10 2 20
11 6 14
11 0 18
11 3 8
11 14 2
11 16 13
12 0 8
12 17 2
12 4 12
13 10 16
13 7 11
13 2 8
13 11 3
14 6 5
14 18 20
14 17 17
14 15 11
14 4 16
14 11 3
15 0 9
15 8 20
15 3 17
15 14 3
15 2 3
15 16 8
16 18 12
16 9 6
16 5 5
16 7 18
16 2 15
17 6 4
17 3 14
17 9 16
18 6 2
18 0 4
18 3 2
18 9 15
18 4 8
19 8 17
19 18 9
19 9 17
19 5 14
19 10 12
19 1 10
19 11 10
19 6
35
