19 72
0 11 6
0 7 7
0 9 7
1 16 11
1 15 17
1 8 18
1 13 4
2 6 3
2 7 19
2 14 15
2 13 4
3 6 15
3 8 12
3 14 11
3 13 9
4 16 9
4 5 1
4 11 1
4 14 12
4 3 15
5 12 9
5 11 15
5 7 8
5 4 20
5 17 16
5 14 1
5 18 14
6 13 11
7 5 15
7 9 19
8 12 20
8 2 6
8 10 14
8 5 10
8 6 9
8 7 17
8 18 18
9 2 1
9 6 17
9 8 8
10 2 8
10 3 1
11 5 1
11 3 15
11 9 14
12 16 3
12 10 10
12 5 2
12 7 10
12 8 12
12 0 7
13 10 7
13 14 19
13 3 10
14 2 13
14 5 9
14 1 10
14 8 8
14 18 12
15 12 6
15 1 12
15 8 14
15 3 17
16 5 11
16 7 9
16 4 12
17 5 2
17 11 1
17 8 10
18 10 20
18 7 11
18 0 18
8 1
10
