18 75
0 15 2
0 4 16
0 6 20
0 1 20
1 15 12
1 3 16
1 10 13
1 13 9
1 8 6
1 9 14
2 5 16
2 3 16
2 12 14
2 9 13
3 6 1
3 10 5
4 5 15
4 13 5
4 12 15
4 8 15
4 7 13
5 11 10
6 15 5
6 3 8
6 11 14
6 8 12
6 9 8
7 5 14
7 10 15
7 2 14
7 13 3
7 16 18
8 15 7
8 12 1
8 7 12
9 15 18
9 2 20
9 11 1
9 1 4
10 4 8
10 12 17
10 7 11
10 17 2
11 5 12
11 15 20
11 4 4
11 10 5
11 12 8
11 1 19
11 8 7
11 17 20
12 3 10
12 13 15
12 8 18
12 7 7
12 17 1
13 5 14
13 15 2
13 11 18
13 14 14
14 5 11
14 15 1
14 1 8
14 8 17
14 7 18
14 17 12
15 5 7
15 13 4
16 5 6
16 15 6
16 3 12
16 6 6
16 9 8
17 5 12
17 1 4
11 16
18
