20 113
0 1 10
0 6 1
0 4 3
0 8 7
1 19 5
1 9 8
1 2 2
1 0 17
1 5 9
2 19 7
2 6 6
3 12 16
3 9 5
3 1 9
3 17 9
3 15 3
3 5 11
3 11 6
4 16 11
4 0 20
5 12 8
5 1 6
5 14 14
5 4 15
5 2 11
5 13 14
5 10 15
5 7 2
5 11 12
6 19 5
6 12 19
6 9 10
6 16 1
6 1 9
6 14 3
6 2 2
6 13 10
6 7 9
6 5 5
7 18 18
7 12 6
7 10 17
7 5 18
7 11 11
8 18 15
8 9 4
8 6 8
8 17 11
8 0 4
8 10 6
8 5 18
9 18 11
9 4 17
9 7 4
10 18 12
10 12 12
10 9 13
11 19 17
11 1 12
11 14 3
11 17 15
11 2 7
11 10 1
12 18 14
12 14 7
12 13 17
12 15 4
12 11 18
13 4 11
13 2 9
13 0 20
13 8 12
13 3 3
13 10 8
13 5 15
14 19 6
14 12 19
14 1 12
14 17 15
14 2 7
14 8 18
14 10 10
14 7 8
15 9 12
15 14 13
15 2 14
15 8 13
15 3 10
15 10 17
15 7 17
16 12 14
16 6 7
16 17 6
16 8 3
16 10 10
16 7 11
16 11 18
17 2 9
17 13 14
17 7 16
18 12 11
18 1 14
18 6 3
18 4 12
18 3 8
19 18 10
19 1 4
19 6 4
19 17 17
19 0 9
19 13 5
19 3 11
19 15 9
18 14
40
