19 81
0 14 11
0 15 7
0 13 18
0 16 10
0 17 8
0 5 1
1 2 8
1 14 12
1 15 19
1 8 7
1 9 8
2 3 8
2 6 6
2 5 6
3 16 8
3 11 12
3 17 1
3 5 10
4 2 3
4 12 18
4 3 20
4 0 15
5 4 7
5 12 18
5 10 3
6 4 2
6 15 10
6 16 19
7 2 1
7 4 1
8 1 10
8 12 10
8 16 7
8 10 3
8 5 4
9 2 6
9 11 3
9 17 3
10 18 2
10 2 1
10 4 19
10 13 5
11 14 13
11 3 17
11 8 6
11 0 14
11 17 2
11 5 6
12 18 16
12 6 4
12 16 7
12 11 10
12 5 7
13 4 18
13 14 15
13 12 9
13 15 14
13 16 14
13 10 9
13 11 6
13 5 1
14 12 2
14 3 16
14 16 4
14 7 12
14 5 6
15 14 18
15 0 17
15 17 1
16 13 10
16 8 2
17 12 18
17 15 3
17 16 17
17 11 6
18 2 18
18 1 16
18 14 17
18 6 13
18 9 19
18 5 18
4 1
24
