18 82
0 4 20
0 12 6
0 7 2
0 15 2
0 5 11
1 4 15
1 14 7
1 7 12
1 16 10
2 17 8
2 6 12
2 9 15
2 11 9
3 13 7
3 11 6
4 17 5
4 12 20
4 13 16
4 9 13
4 11 16
4 16 15
5 17 18
5 4 2
5 12 10
5 13 9
5 16 11
5 15 10
6 17 19
6 10 2
6 9 2
7 14 13
7 2 13
7 5 7
8 14 1
8 12 1
8 6 11
8 0 9
8 2 19
8 5 15
9 6 13
9 7 4
9 0 6
9 8 4
9 11 20
9 15 2
9 5 15
10 14 15
10 0 11
10 8 4
10 11 4
10 2 1
10 16 15
10 15 19
11 1 8
11 10 8
11 0 8
11 9 20
11 8 4
11 2 4
11 16 13
11 5 15
12 10 1
13 10 12
13 4 19
14 17 20
14 4 10
14 12 15
14 3 8
15 1 17
15 14 18
15 16 4
16 17 16
16 1 7
16 4 1
16 11 16
16 2 1
17 1 19
17 4 17
17 12 19
17 0 1
17 8 15
17 5 9
11 4
80
