19 81
0 9 8
0 2 17
0 5 6
0 8 20
1 2 12
2 10 10
2 13 4
2 3 6
2 11 12
3 12 20
3 13 14
3 14 16
3 4 20
3 11 15
4 11 2
4 17 17
5 7 1
5 10 11
5 13 6
5 18 18
5 15 8
6 9 10
6 10 18
6 13 19
6 18 19
6 16 17
6 0 8
7 18 8
7 6 20
8 12 17
8 4 4
8 16 19
8 6 5
8 0 10
9 5 1
9 13 14
9 1 6
9 3 7
9 16 14
9 6 6
9 8 16
10 7 15
10 2 17
10 4 17
10 15 2
10 11 1
10 6 18
11 12 7
11 9 1
11 13 2
11 1 14
12 7 3
12 9 10
12 2 11
12 10 14
12 13 6
12 11 12
13 2 13
13 5 1
13 1 3
13 15 9
13 0 8
13 8 3
14 5 8
14 13 7
14 4 16
15 7 12
15 3 13
16 10 18
16 4 5
16 15 14
16 17 14
16 8 10
17 9 11
17 10 15
17 18 9
17 11 19
18 12 14
18 13 12
18 11 20
18 17 13
7 11
28
