19 85
0 6 18
0 13 16
0 8 6
0 1 16
1 2 9
1 13 15
1 15 6
2 3 11
2 13 6
2 5 6
2 16 14
2 9 4
3 7 15
3 12 11
4 2 3
4 3 1
4 7 18
4 10 7
4 17 12
4 14 15
5 7 19
5 8 16
5 16 14
6 3 10
6 17 9
6 18 8
6 12 6
6 11 15
6 16 1
7 2 16
7 3 13
7 17 3
7 18 2
7 16 4
7 14 13
8 2 12
8 7 18
8 4 10
8 17 7
8 14 3
9 4 7
9 18 20
10 2 10
10 7 15
10 12 3
10 8 13
10 9 16
10 14 8
11 3 3
11 18 13
11 8 8
11 14 20
12 10 10
12 18 15
13 2 12
13 7 19
13 17 15
13 9 3
14 3 18
14 18 11
14 5 8
14 9 3
15 2 19
15 6 4
15 0 2
15 7 1
15 12 1
16 2 1
16 0 4
16 4 3
16 17 8
16 18 12
16 5 4
16 14 7
17 2 2
17 3 3
17 18 19
17 8 13
17 9 6
17 14 2
18 3 18
18 13 16
18 4 19
18 17 11
18 11 1
5 2
49
