17 78
0 14 7
0 6 14
0 11 1
0 2 8
0 7 4
1 14 5
1 0 14
1 3 11
1 6 7
1 11 9
1 2 14
1 7 4
2 0 4
2 3 15
2 8 13
2 1 9
3 11 2
3 4 7
3 12 19
4 14 11
4 3 20
4 15 8
4 2 12
4 7 6
4 16 8
5 9 7
5 11 17
5 15 4
5 2 20
5 16 7
6 11 5
6 4 5
6 10 1
7 13 2
7 3 14
7 11 8
7 15 5
7 8 12
7 16 1
7 12 18
8 0 16
8 6 3
8 11 16
8 4 18
9 14 13
9 13 6
9 3 2
9 6 8
9 11 10
10 3 13
10 6 9
10 9 14
10 4 14
10 2 18
10 8 10
10 16 9
10 1 15
11 3 5
11 15 7
11 10 4
11 12 3
12 4 20
12 7 19
12 8 20
13 6 20
13 11 6
13 15 15
13 10 10
13 16 5
14 0 2
14 13 19
14 6 10
14 8 5
15 14 15
15 7 9
16 10 7
16 8 17
16 1 10
11 3
19
