17 68
0 15 18
0 3 9
0 13 18
1 15 2
1 10 19
2 14 11
2 9 16
3 2 13
3 0 10
3 7 5
3 14 12
3 5 17
4 15 14
4 16 16
4 7 17
4 14 14
4 5 19
5 10 13
5 0 8
5 14 14
5 12 18
6 8 16
6 2 15
6 13 14
6 7 14
6 14 7
6 12 3
7 8 11
7 2 14
7 12 17
7 9 2
8 13 1
8 16 3
8 1 18
9 10 17
9 3 19
9 16 5
9 6 15
11 10 6
11 0 11
11 13 16
11 14 11
11 6 7
12 15 13
12 11 14
12 10 12
12 2 13
12 3 18
12 0 8
12 13 1
12 7 16
12 5 16
12 1 9
13 8 16
13 1 9
14 10 11
14 16 16
14 7 6
14 6 1
14 12 20
14 5 9
15 10 20
15 12 5
15 9 20
16 8 10
16 10 19
16 13 3
16 6 3
4 11
14
