20 89
0 19 14
0 3 17
0 18 9
0 16 1
0 7 1
0 11 20
0 15 14
1 19 20
1 16 10
1 10 13
2 6 12
2 7 3
2 17 4
2 1 7
2 15 7
2 5 14
3 19 13
3 18 11
3 17 18
3 11 19
3 5 17
4 3 17
4 13 13
4 0 18
4 9 6
5 12 5
5 17 1
5 11 17
6 18 13
6 0 15
6 10 20
6 1 12
6 4 4
7 18 19
7 2 13
7 17 15
7 0 15
7 10 18
8 6 6
8 14 11
8 18 17
8 10 5
9 19 20
9 6 12
9 18 7
9 17 17
10 12 13
10 18 1
10 16 5
10 7 14
10 9 13
10 1 16
10 5 14
11 12 16
11 13 12
11 18 3
11 7 8
12 2 16
12 16 18
12 9 20
12 10 10
12 8 19
14 3 14
14 12 1
14 11 1
15 19 19
15 12 9
15 7 11
15 9 5
15 11 4
16 19 17
16 3 20
16 2 16
16 9 17
17 12 16
17 14 4
17 13 2
17 16 15
17 8 12
17 15 1
17 5 11
18 6 13
18 9 2
18 11 9
18 8 9
19 6 12
19 13 8
19 2 15
19 0 4
9 10
56
