19 86
0 9 20
0 8 14
0 13 13
1 9 10
1 12 12
1 16 19
1 10 7
1 3 9
1 4 11
1 7 10
1 18 4
2 15 12
2 3 16
2 4 13
2 7 8
2 0 14
3 9 7
3 12 14
3 11 13
3 4 1
3 5 8
3 13 11
3 17 11
4 9 16
4 6 19
4 15 9
4 11 1
4 16 9
4 5 14
5 9 4
5 11 13
5 16 8
5 4 18
5 0 13
5 17 16
6 9 2
6 12 3
6 1 5
6 2 9
6 18 5
7 9 14
7 3 5
7 1 2
7 13 12
8 16 20
8 10 12
8 1 10
8 4 5
8 5 4
8 18 19
8 0 11
9 10 1
9 5 12
10 11 18
10 16 18
10 1 12
11 12 9
11 2 2
12 3 3
12 1 17
12 4 15
12 13 3
12 2 11
12 7 15
12 17 5
13 5 7
13 2 11
14 9 12
14 5 5
14 0 13
15 11 7
15 2 5
15 7 11
16 9 16
16 15 19
16 3 2
16 13 13
16 2 4
17 9 20
17 16 9
17 10 8
17 7 5
17 18 4
17 0 13
18 10 7
18 5 8
2 13
52
