17 72
0 6 8
0 5 15
0 8 20
0 2 6
1 6 5
1 13 9
1 11 2
1 4 13
1 15 15
1 7 11
2 6 15
2 3 15
2 5 17
2 4 7
2 15 8
2 1 20
3 0 4
3 16 4
3 2 8
4 10 8
4 16 12
4 8 15
4 2 5
5 6 16
5 3 3
5 11 7
5 1 6
6 10 20
6 14 12
6 8 13
8 6 5
8 10 17
8 4 7
8 15 10
8 12 5
8 1 15
9 1 8
9 8 13
9 2 15
10 9 17
10 12 8
11 0 18
11 5 4
11 16 20
11 4 7
11 9 14
11 2 4
12 13 5
12 5 13
12 15 9
12 1 16
12 2 5
13 0 20
13 4 12
13 9 12
13 8 9
13 2 19
14 16 12
14 7 16
14 1 14
15 6 17
15 13 17
15 14 18
15 4 9
15 9 19
15 7 10
15 1 15
16 0 18
16 3 10
16 9 18
16 7 6
16 12 5
6 1
45
