17 72
0 11 10
0 5 2
0 10 3
0 9 11
1 4 18
1 10 18
1 12 5
1 9 14
1 0 16
2 5 18
2 10 19
3 4 17
3 15 14
3 13 13
3 12 16
3 9 2
4 11 6
4 5 12
4 15 19
4 10 2
4 12 13
4 6 3
4 0 16
5 11 15
5 4 2
5 13 5
5 16 5
6 15 16
6 14 14
7 13 10
8 7 13
8 3 2
8 1 4
9 4 18
9 10 19
9 8 18
10 3 10
10 4 1
10 15 16
10 14 6
10 12 7
11 2 13
11 3 1
11 15 14
12 2 5
12 8 7
12 6 14
12 1 1
13 11 15
13 2 12
13 16 5
13 8 10
13 6 2
13 1 20
14 11 10
14 2 8
14 5 4
14 16 20
14 12 14
14 9 15
14 1 17
15 5 16
15 3 3
15 4 4
15 13 16
15 9 1
16 7 12
16 11 15
16 2 19
16 3 3
16 15 3
16 9 15
13 6
19
