20 100
0 18 4
0 3 16
0 9 8
0 6 8
0 19 20
0 12 7
0 13 2
0 14 14
1 18 16
1 3 7
1 13 3
1 14 8
2 3 4
2 15 2
2 8 6
2 7 4
3 5 9
3 11 10
3 8 17
3 7 7
4 18 20
4 11 14
4 8 19
4 19 16
5 3 6
5 9 10
5 15 18
5 6 13
5 12 11
5 0 5
5 2 19
6 18 9
6 16 19
6 5 20
6 4 7
6 10 5
6 7 14
7 6 14
7 1 6
8 0 12
8 7 3
8 2 6
9 18 18
9 16 18
9 5 17
9 19 8
9 14 11
10 5 12
10 15 1
10 1 1
11 16 10
11 3 19
11 9 12
11 10 7
11 15 20
11 0 9
11 17 6
11 14 3
12 3 13
12 15 17
12 8 14
12 2 9
13 18 17
13 4 2
13 11 4
13 19 13
13 17 12
13 2 6
14 3 5
14 9 20
14 15 6
14 11 12
14 19 12
14 1 17
15 5 4
15 7 7
15 13 14
16 5 5
16 15 15
16 11 14
16 12 16
16 1 13
17 18 4
17 16 9
17 5 8
17 11 8
17 7 12
17 14 11
18 3 12
18 9 19
18 5 17
18 6 16
18 8 9
18 13 9
18 14 3
19 5 8
19 4 13
19 7 6
19 17 6
19 2 18
10 15
14
