19 90
0 12 1
0 15 3
0 7 15
0 17 2
1 13 6
1 11 16
1 12 9
1 18 5
1 4 11
1 7 20
2 3 9
2 12 9
2 18 9
2 7 18
3 2 1
3 17 18
4 3 7
4 12 4
4 14 19
4 6 13
5 3 19
5 6 15
5 4 3
6 3 7
6 13 19
6 12 19
6 10 4
6 17 15
7 11 8
7 12 1
7 18 15
7 5 19
7 16 2
8 9 19
8 18 16
8 10 12
8 5 9
8 16 4
9 1 8
9 15 18
9 6 9
9 4 15
10 1 15
10 5 15
10 7 7
11 3 11
11 12 12
11 0 7
11 4 13
12 3 16
12 14 8
12 10 18
12 6 3
12 0 18
12 4 9
12 17 17
13 12 6
13 18 13
13 14 20
13 5 6
13 4 13
13 2 11
14 12 3
14 5 14
14 15 20
14 0 11
14 4 2
14 2 2
15 13 3
15 12 2
15 0 3
16 10 11
16 6 4
16 0 9
16 4 8
17 1 1
17 9 13
17 14 15
17 10 15
17 6 3
17 7 16
17 2 3
18 9 3
18 12 8
18 8 8
18 10 2
18 6 20
18 16 15
18 7 15
18 2 9
7 8
8
