20 94
0 9 11
0 1 15
0 16 8
0 4 2
0 17 7
1 15 19
1 0 14
1 5 18
1 13 3
2 1 7
2 14 4
2 13 11
2 17 17
3 18 3
3 7 19
3 19 3
3 6 7
3 2 7
3 8 14
3 17 6
4 9 1
4 0 3
4 6 17
5 15 7
5 9 19
5 10 13
5 6 9
5 2 5
5 14 4
5 16 14
5 17 9
6 18 6
6 7 6
6 2 7
7 9 10
7 1 4
7 19 7
7 17 4
8 10 3
8 18 17
8 1 9
8 6 20
8 12 1
8 3 4
8 4 13
8 13 18
9 1 5
10 15 8
10 18 13
10 5 18
10 11 20
11 9 20
11 18 2
11 7 5
11 1 15
11 5 4
11 8 2
11 13 8
12 4 10
13 1 19
13 0 5
13 6 12
13 12 20
13 8 5
14 15 18
14 10 18
14 12 19
14 8 14
15 18 20
15 6 7
15 2 10
15 14 19
15 16 18
15 11 13
15 4 7
16 10 6
16 1 17
16 0 16
16 6 10
16 2 18
16 5 12
17 9 8
17 5 14
18 1 16
18 0 4
18 2 19
18 12 19
18 16 1
18 4 1
19 15 18
19 9 5
19 1 19
19 2 14
19 17 16
11 14
27
