19 69
0 5 18
0 2 1
0 6 2
0 11 2
0 7 2
0 15 20
0 9 18
0 14 14
1 17 7
1 2 8
1 6 3
2 17 1
2 0 15
2 16 2
2 9 5
3 8 14
3 1 9
3 18 14
3 17 10
3 6 1
3 13 19
3 7 6
3 15 14
4 8 7
4 10 14
4 0 11
4 6 15
4 12 9
4 14 3
5 0 17
5 12 20
6 13 13
7 12 17
7 13 7
7 16 2
7 9 12
8 10 3
8 0 9
8 13 1
8 15 8
9 18 9
9 11 12
10 17 1
10 3 4
10 15 10
10 9 12
11 2 12
11 3 10
12 1 11
12 0 1
12 3 17
12 4 8
12 9 12
13 7 9
14 5 12
14 2 6
14 6 10
14 11 3
14 9 20
15 11 15
15 14 17
16 1 6
16 3 20
16 14 11
17 6 2
17 9 4
18 4 10
18 11 4
18 14 11
0 17
19
