20 86
0 16 3
0 12 4
0 17 12
0 6 1
0 9 12
0 13 15
0 19 16
0 8 5
1 3 12
1 17 12
1 14 4
1 13 16
1 0 19
1 8 19
2 17 14
2 5 10
2 0 4
2 8 13
3 4 1
4 10 2
4 1 18
4 8 16
5 17 1
5 7 11
5 19 6
6 11 9
6 10 11
6 2 1
7 3 17
7 14 20
7 18 10
7 9 11
7 0 5
7 8 11
8 16 3
8 6 15
8 18 13
8 5 18
9 11 5
9 10 5
9 16 7
9 14 19
9 2 8
9 13 16
10 18 2
10 9 6
10 13 2
11 1 8
11 14 5
11 2 16
11 13 16
11 19 12
12 16 14
12 9 15
12 0 13
13 1 17
13 2 17
13 4 9
13 5 1
13 15 3
14 3 14
14 12 10
14 1 17
14 18 9
14 19 14
15 3 6
15 1 11
15 18 2
15 5 18
15 19 1
16 4 9
16 19 1
16 0 6
17 12 2
17 2 2
17 18 15
17 4 19
18 10 18
18 16 16
18 0 16
18 8 2
19 10 17
19 16 20
19 17 3
19 2 1
19 9 17
10 6
10
