17 68
0 13 7
0 6 14
1 3 1
1 16 4
1 9 10
1 14 15
1 5 19
2 11 3
2 12 16
2 0 6
3 16 10
3 4 6
3 6 8
3 15 20
3 1 3
3 8 11
3 0 9
4 7 1
4 3 5
4 9 6
4 12 7
4 15 14
4 1 1
4 8 9
5 13 4
5 4 16
5 10 15
5 2 5
6 4 11
6 12 12
7 14 8
7 6 4
7 8 5
7 2 15
8 11 14
8 12 8
8 6 12
8 0 19
9 3 17
9 4 15
10 3 8
10 14 13
10 4 3
10 1 3
10 5 14
10 0 9
11 7 15
11 14 4
11 4 2
12 9 20
12 2 8
12 5 10
13 14 19
13 5 5
14 11 3
14 15 14
14 10 15
15 11 16
15 13 16
15 16 17
15 5 5
16 11 7
16 14 3
16 4 18
16 6 6
16 1 6
16 2 3
16 5 7
6 8
23
