19 88
0 15 11
0 5 18
0 18 17
0 12 8
0 6 15
0 13 8
1 2 4
1 12 17
1 4 4
1 13 2
1 0 9
2 5 15
2 12 2
2 8 13
2 13 15
3 10 4
3 16 18
3 8 8
3 1 12
4 17 10
4 15 14
4 2 11
4 3 7
4 14 12
4 12 8
4 0 18
5 17 11
5 15 20
5 9 5
5 2 12
5 13 5
6 9 8
6 1 13
6 13 2
6 0 19
7 14 16
7 11 10
7 16 17
7 8 11
7 13 10
7 0 12
8 9 6
9 17 15
9 2 11
9 3 16
9 14 12
9 4 3
9 6 1
9 13 9
9 0 13
10 17 1
10 16 8
10 8 9
10 1 14
11 2 13
11 14 6
11 8 14
12 3 10
12 11 13
12 13 19
12 0 1
13 9 7
13 11 18
13 7 17
13 6 2
13 0 14
14 15 17
15 5 5
15 14 1
15 12 10
16 10 6
16 17 1
16 15 2
16 18 17
16 2 19
16 12 2
16 1 12
17 15 4
17 18 14
17 2 2
17 1 17
17 13 20
17 0 17
18 17 15
18 3 4
18 12 8
18 7 11
18 13 9
17 5
38
