20 109
0 1 11
0 12 4
0 10 19
0 17 2
0 16 17
0 14 5
0 3 11
1 6 16
1 11 2
1 2 4
1 13 8
1 14 14
1 5 7
1 3 20
2 1 14
2 13 12
2 19 9
2 10 7
2 16 15
2 14 9
2 15 14
3 12 9
3 4 20
3 17 2
3 15 10
4 7 5
4 18 14
4 12 19
4 9 20
4 3 10
5 6 1
5 7 11
5 12 5
5 2 1
5 13 7
5 4 19
5 0 10
6 13 2
6 4 10
6 10 19
6 16 14
7 18 12
7 11 6
7 2 20
7 13 10
7 14 13
7 0 6
8 7 4
8 11 4
8 2 10
8 19 9
8 4 17
8 16 16
8 0 2
9 11 13
9 1 1
9 8 18
9 2 18
9 16 12
9 14 1
9 15 7
9 5 6
9 3 15
10 6 10
10 18 5
10 15 18
11 6 15
11 1 3
11 19 15
11 17 12
11 15 16
11 5 12
11 3 18
12 6 9
12 9 20
12 10 7
12 17 12
12 15 2
12 5 6
13 11 9
13 12 5
13 5 3
14 6 4
14 7 11
14 11 14
14 8 14
14 12 20
14 2 13
14 19 16
14 15 17
15 7 15
15 2 9
15 13 5
15 16 16
16 18 6
16 12 12
16 9 10
16 10 18
16 17 19
16 3 2
17 6 5
17 1 19
17 10 7
17 16 4
18 6 12
18 7 19
19 8 12
19 4 4
19 9 1
15 12
45
