18 83
0 16 2
0 3 20
0 7 5
1 4 10
1 17 8
1 2 11
1 7 14
1 5 8
2 15 8
2 4 14
2 9 11
2 17 1
2 11 12
2 5 1
3 1 7
3 11 20
4 15 11
4 12 8
4 6 7
4 8 11
4 16 17
4 13 2
5 0 10
5 12 20
5 11 10
5 3 12
5 14 19
6 0 1
6 17 4
6 3 7
6 10 10
6 5 18
7 11 10
7 5 15
8 1 10
8 9 8
8 17 5
8 3 14
9 0 18
9 12 17
9 2 15
10 0 17
10 12 8
10 2 7
10 13 1
10 3 16
10 7 10
10 5 19
11 4 11
11 16 1
11 3 16
11 7 12
11 10 7
11 5 13
12 6 4
12 9 13
12 5 2
13 0 4
13 6 8
13 9 6
13 17 16
13 2 16
13 5 8
14 15 1
14 8 15
14 2 2
14 13 5
14 7 10
15 9 10
15 8 19
15 11 4
16 0 1
16 9 10
16 3 16
16 10 2
16 14 16
17 1 14
17 12 18
17 6 6
17 11 8
17 3 7
17 7 16
17 5 12
9 10
19
