18 81
0 13 9
0 8 19
0 17 16
0 7 3
0 12 20
1 16 2
1 0 10
1 17 3
1 5 10
2 3 9
2 0 18
2 8 18
2 14 15
2 7 10
3 15 16
3 17 4
3 10 3
3 1 19
3 9 18
4 17 14
4 14 10
4 7 5
5 6 7
5 15 7
5 0 17
6 3 13
6 8 19
6 7 1
6 12 14
7 6 20
7 4 13
7 16 15
7 2 8
7 0 6
7 8 3
7 5 5
7 9 7
7 12 6
8 16 7
8 0 13
8 9 19
9 15 19
9 3 2
9 0 20
9 17 1
10 13 14
10 3 7
10 0 20
10 5 3
10 14 13
11 15 1
11 13 1
11 2 19
11 17 1
11 14 4
11 12 1
12 0 9
12 14 14
12 10 4
12 1 17
13 6 8
13 15 1
13 11 4
13 0 10
14 6 4
14 0 9
14 10 19
14 1 17
15 13 6
15 3 15
15 2 19
15 7 12
16 15 5
16 2 18
16 11 1
16 8 1
16 10 1
16 7 19
17 4 2
17 15 11
17 11 12
9 2
42
