18 74
0 14 11
0 17 6
0 11 7
0 10 7
0 9 19
1 10 3
1 0 13
1 3 3
1 4 14
1 6 19
2 14 8
2 7 20
2 0 19
2 15 2
2 9 2
2 12 7
3 5 3
3 6 10
3 9 4
3 12 18
4 15 7
4 2 13
4 9 14
5 14 13
5 7 1
5 8 3
5 11 18
5 1 9
5 16 15
6 14 15
6 8 16
6 13 3
6 4 2
6 2 3
6 12 18
7 14 17
7 17 3
7 4 1
7 6 1
7 16 12
8 7 10
8 0 2
8 15 1
8 3 12
8 12 2
10 13 19
10 2 13
10 6 19
10 12 18
11 13 8
11 0 15
11 1 6
11 5 13
11 16 11
11 12 8
12 17 10
12 1 13
12 15 14
13 8 1
14 10 16
14 1 17
14 5 14
14 15 10
14 12 3
15 11 14
15 0 6
16 7 3
16 8 7
16 4 9
16 6 20
16 9 15
17 1 8
17 5 4
17 9 2
11 0
54
