20 88
0 12 15
0 4 10
0 11 12
1 8 9
1 17 11
1 9 8
1 19 4
1 2 11
1 18 5
1 15 4
2 5 15
2 6 16
2 18 19
2 13 16
3 10 18
3 17 12
3 1 11
3 9 14
3 2 20
3 18 12
3 13 8
3 15 20
4 7 4
4 10 20
4 8 11
4 16 11
4 17 15
4 19 17
4 3 12
4 18 6
4 13 10
4 11 13
5 6 2
5 17 1
5 2 4
6 16 19
6 1 18
6 19 14
6 2 19
6 15 15
7 10 2
7 6 8
7 8 13
8 7 18
8 6 7
8 1 6
8 2 5
8 4 12
8 0 8
8 11 6
9 12 12
9 7 17
9 4 16
9 18 16
9 11 20
10 12 9
10 8 6
11 0 3
11 15 16
12 7 11
12 10 5
12 8 3
12 17 9
12 1 4
12 14 7
12 13 18
13 15 1
13 11 14
14 8 1
14 4 16
15 5 15
15 16 17
15 1 16
15 11 16
16 12 18
16 8 9
16 17 12
16 3 20
16 2 7
16 15 4
17 12 8
17 16 4
17 19 11
18 1 17
18 3 16
18 11 7
19 8 4
19 3 4
2 11
53
